VICTIM_AGE,VICTIM_GENDER,INCIDENT_AREA
38,F,Rampart
20,M,Southeast
46,M,Northeast
24,M,Southwest
28,F,Northeast
99,M,Wilshire
33,F,Topanga
63,F,Southeast
0,,Newton
56,M,West LA
21,F,Southwest
45,F,N Hollywood
65,M,Hollenbeck
0,M,Mission
52,M,Pacific
61,F,West LA
41,F,77th Street
26,F,N Hollywood
51,M,Wilshire
69,F,Olympic
49,M,Rampart
43,M,Rampart
43,F,Central
0,,Central
43,F,77th Street
54,M,Mission
43,F,Olympic
0,,Central
65,F,Van Nuys
24,F,Van Nuys
46,M,Olympic
53,F,Devonshire
59,M,West Valley
0,M,West Valley
71,F,Wilshire
0,,Mission
39,M,Harbor
30,M,Harbor
29,F,Southeast
30,F,Hollenbeck
0,,Southeast
26,M,Topanga
39,M,Mission
0,X,Southeast
23,M,Pacific
62,F,Northeast
46,M,N Hollywood
0,,Hollenbeck
0,X,Hollywood
33,M,Pacific
38,F,Olympic
39,F,77th Street
30,F,Central
57,M,Rampart
0,M,Hollywood
46,M,West LA
18,M,Pacific
38,M,Van Nuys
51,M,77th Street
26,F,Newton
31,M,77th Street
59,M,Hollenbeck
31,M,Van Nuys
0,,Topanga
48,F,Foothill
0,,Mission
0,,N Hollywood
24,M,77th Street
30,F,Olympic
41,M,Northeast
0,X,Devonshire
29,M,Hollenbeck
35,X,West LA
47,F,77th Street
0,,Pacific
58,F,Southeast
0,,Hollenbeck
33,F,Pacific
0,X,Devonshire
16,F,Hollenbeck
42,F,Rampart
78,M,Southwest
0,X,Hollywood
0,,N Hollywood
27,F,Hollywood
0,X,West LA
19,M,Hollywood
69,M,Central
20,F,Harbor
0,,Topanga
67,M,West LA
46,F,Southwest
48,F,Devonshire
45,M,West Valley
57,M,Hollywood
41,F,Southwest
59,M,Hollywood
58,M,Central
20,F,Mission
22,M,Hollywood
0,X,Pacific
0,,Harbor
39,M,Topanga
40,F,Wilshire
24,F,Central
55,M,Southeast
45,F,Harbor
28,F,Pacific
38,F,Harbor
47,M,N Hollywood
36,M,N Hollywood
0,,Mission
60,M,Central
35,F,West LA
34,F,Wilshire
35,F,Central
35,M,Wilshire
54,M,77th Street
0,X,Van Nuys
32,M,Foothill
50,M,Newton
67,F,Mission
30,F,77th Street
60,M,Newton
69,F,77th Street
53,F,West LA
54,M,Mission
60,M,Pacific
48,M,Devonshire
0,,Harbor
92,F,Devonshire
66,M,Northeast
56,M,West Valley
49,M,Topanga
28,M,Newton
23,M,Wilshire
41,F,N Hollywood
32,F,Newton
49,F,Van Nuys
55,F,Van Nuys
53,M,Central
0,,Van Nuys
43,M,Hollenbeck
26,F,Rampart
0,X,Central
0,X,Hollywood
18,F,Rampart
0,X,Pacific
23,F,Olympic
27,M,77th Street
49,F,Mission
71,M,West LA
22,M,Foothill
36,M,Pacific
51,M,Rampart
53,F,Wilshire
57,M,Newton
67,M,Wilshire
54,F,N Hollywood
0,M,Wilshire
17,M,Northeast
51,F,Van Nuys
22,M,Pacific
28,M,Hollenbeck
48,M,Harbor
30,F,77th Street
40,M,Hollywood
27,F,Olympic
0,,Rampart
27,F,Hollenbeck
46,M,Hollenbeck
58,M,Rampart
55,M,Southwest
31,F,Hollenbeck
0,X,Newton
23,F,77th Street
56,M,West LA
37,F,77th Street
30,F,West LA
43,M,Newton
0,,77th Street
43,M,77th Street
62,M,Foothill
28,F,Southwest
62,M,Harbor
0,,Hollywood
35,F,Topanga
39,F,77th Street
47,F,Hollenbeck
0,,Mission
56,F,Harbor
32,F,Harbor
0,M,N Hollywood
36,M,Central
41,M,Devonshire
61,M,Wilshire
0,M,West Valley
70,M,77th Street
0,X,Harbor
0,X,Hollenbeck
25,M,Harbor
22,F,Mission
18,F,Newton
74,F,Pacific
62,F,Rampart
14,M,77th Street
24,F,Pacific
0,,Rampart
20,F,Northeast
37,M,Pacific
30,M,Foothill
50,M,77th Street
25,F,Rampart
22,M,West Valley
75,M,77th Street
60,F,West Valley
22,M,Central
54,M,N Hollywood
0,X,Northeast
0,X,Hollywood
53,M,Central
18,M,Newton
19,M,Van Nuys
41,M,Mission
33,F,N Hollywood
75,F,Wilshire
0,,Topanga
24,M,Hollenbeck
38,F,Southwest
47,F,77th Street
42,M,Foothill
0,X,Northeast
48,F,77th Street
52,M,Foothill
72,F,West LA
69,M,Wilshire
33,M,Central
0,,77th Street
0,X,Newton
0,,Foothill
27,M,Olympic
30,F,Mission
39,F,Newton
0,,Devonshire
22,X,Mission
31,M,Hollywood
8,M,Southwest
28,F,Southeast
38,F,Devonshire
32,M,Wilshire
35,M,Topanga
67,M,Wilshire
40,M,Topanga
39,F,Mission
37,M,Newton
54,M,Harbor
47,M,Olympic
0,X,Rampart
53,M,West LA
23,M,Mission
76,M,77th Street
27,F,Mission
48,F,77th Street
27,M,Hollenbeck
36,F,Wilshire
50,M,77th Street
61,F,Mission
0,,77th Street
0,,Pacific
63,F,Pacific
35,F,Central
39,M,Foothill
0,X,West LA
21,M,Van Nuys
35,F,77th Street
0,,Harbor
43,F,Foothill
47,F,Olympic
40,M,Central
27,F,Wilshire
49,F,Devonshire
29,M,Devonshire
40,M,Wilshire
0,X,Harbor
58,M,West Valley
0,,Mission
32,F,Southeast
38,M,Southeast
24,F,Hollywood
0,,Van Nuys
20,M,Central
29,M,Northeast
38,M,Mission
33,F,Topanga
0,X,Southwest
34,M,Foothill
0,X,Devonshire
32,M,77th Street
55,M,Foothill
51,,Newton
34,F,N Hollywood
0,,Hollywood
26,F,N Hollywood
14,F,Hollenbeck
57,M,Wilshire
16,M,Wilshire
26,M,Topanga
0,,Central
56,M,Mission
44,M,Van Nuys
39,M,Hollenbeck
0,X,Devonshire
29,M,Topanga
24,M,77th Street
31,M,Rampart
0,M,Newton
37,F,Southeast
23,F,Wilshire
47,F,Northeast
38,F,West Valley
37,F,Rampart
38,F,Wilshire
27,M,Devonshire
37,M,West Valley
31,M,Central
18,F,Mission
0,,Pacific
54,M,Hollywood
0,M,Hollenbeck
37,M,Rampart
0,M,Hollenbeck
17,M,Rampart
33,M,Devonshire
61,M,Central
0,,Olympic
0,M,Central
39,F,Harbor
0,X,Hollywood
21,F,Van Nuys
35,M,West Valley
48,F,Central
0,,West LA
52,M,Mission
0,X,Olympic
22,F,Northeast
0,,Southwest
0,,Topanga
31,F,Van Nuys
26,F,Newton
0,M,Newton
39,M,Pacific
20,F,Rampart
26,F,Foothill
29,M,Rampart
34,M,N Hollywood
46,M,Wilshire
0,X,West LA
56,M,Wilshire
64,M,Topanga
0,,Hollenbeck
2,F,Southwest
37,F,Hollenbeck
24,M,Olympic
52,F,Southwest
49,M,Rampart
70,M,Wilshire
29,M,Hollywood
51,M,Van Nuys
0,X,Newton
32,F,Olympic
49,F,Central
9,M,Wilshire
54,M,N Hollywood
34,F,Van Nuys
6,M,Southwest
30,F,Van Nuys
50,M,Hollywood
30,F,Pacific
44,M,Northeast
0,X,Newton
0,,Central
0,X,Southeast
37,M,Central
23,F,Central
48,M,N Hollywood
0,,77th Street
0,M,77th Street
0,X,Hollywood
23,M,Olympic
29,M,Wilshire
34,M,Harbor
0,M,Foothill
31,M,Hollywood
61,F,Southwest
64,F,Harbor
0,X,Hollywood
0,X,Newton
68,F,West Valley
0,,Newton
0,,West LA
54,M,Devonshire
0,,Southwest
25,M,Rampart
0,X,Devonshire
10,M,Hollenbeck
70,F,West Valley
12,F,Southeast
42,F,Mission
0,,Southwest
50,F,Pacific
53,F,Olympic
7,F,West LA
29,F,Northeast
0,,Northeast
36,M,Hollenbeck
31,F,Wilshire
72,M,Foothill
0,X,Northeast
15,M,Newton
68,F,Harbor
0,,Southwest
0,,Pacific
21,M,Olympic
0,,Hollenbeck
39,F,Central
25,F,Wilshire
60,F,Olympic
35,M,Southwest
31,M,Newton
41,M,Hollenbeck
20,M,Southeast
49,F,West LA
45,M,N Hollywood
19,X,Rampart
36,M,Topanga
0,,Pacific
58,F,Olympic
45,M,Mission
32,M,West LA
56,M,Harbor
22,F,Central
63,M,Mission
38,F,Northeast
19,F,Rampart
62,M,Harbor
57,M,Rampart
35,M,Northeast
42,M,Hollywood
30,M,Pacific
24,M,Olympic
49,M,N Hollywood
0,X,Newton
55,M,Southeast
0,,Pacific
37,M,Olympic
0,X,Northeast
73,F,N Hollywood
0,M,West Valley
0,,Wilshire
29,M,Central
44,F,Southwest
0,X,Hollenbeck
23,F,Central
0,X,Pacific
34,M,Hollywood
28,M,Southwest
29,F,Wilshire
0,X,Devonshire
39,M,Newton
12,F,Southwest
45,M,Northeast
22,M,Newton
51,M,Harbor
55,F,Hollenbeck
59,F,Southwest
0,X,Olympic
44,F,Topanga
0,,Newton
58,M,Newton
34,M,Southwest
20,M,Southeast
0,X,Hollenbeck
0,X,West LA
44,F,Rampart
35,M,Topanga
38,F,77th Street
27,M,Mission
43,F,Southwest
0,,Topanga
33,M,Wilshire
37,M,Pacific
43,M,Hollywood
27,M,Southeast
28,M,Northeast
52,M,Northeast
58,M,Central
0,X,Northeast
51,F,Northeast
51,M,Van Nuys
29,M,Central
0,,Northeast
49,M,Southeast
0,,Harbor
40,M,Southwest
0,X,Mission
67,F,Hollenbeck
25,M,Olympic
66,M,Topanga
67,M,Rampart
42,M,Wilshire
64,F,Van Nuys
34,M,Devonshire
55,M,Wilshire
0,,Olympic
36,M,Olympic
31,F,Newton
51,F,Northeast
23,M,77th Street
52,F,Southwest
0,,Mission
27,F,Rampart
25,M,Pacific
0,X,Northeast
39,F,Northeast
15,M,Southeast
34,M,Southwest
33,F,Hollywood
20,M,Olympic
38,M,West LA
0,,Central
43,F,Southeast
32,M,Northeast
0,M,Newton
36,M,Hollenbeck
44,M,77th Street
76,M,Hollenbeck
26,F,Northeast
0,X,77th Street
0,,Foothill
49,F,West Valley
36,M,Southwest
24,M,Mission
19,F,Southeast
51,F,West LA
52,M,Foothill
12,F,Harbor
0,,Harbor
57,M,Hollywood
0,,Northeast
54,M,Topanga
44,F,West LA
37,M,Hollywood
35,M,Northeast
72,M,West LA
54,M,West LA
0,,West LA
0,X,West LA
80,M,Topanga
61,M,Pacific
60,M,Foothill
0,X,Devonshire
56,F,Rampart
45,F,Harbor
15,M,77th Street
40,F,West Valley
64,M,Olympic
60,M,Devonshire
48,F,West Valley
0,,Hollenbeck
22,M,Pacific
0,M,Newton
44,M,Northeast
52,F,Wilshire
0,,West Valley
66,M,West LA
32,M,Hollywood
53,M,Van Nuys
34,F,Pacific
0,X,Central
0,,Hollenbeck
25,M,Rampart
24,F,Harbor
30,M,Topanga
0,M,Hollenbeck
40,F,Northeast
37,F,Hollywood
55,F,West Valley
0,,Pacific
49,F,Southwest
0,,Pacific
32,F,Mission
0,,Hollywood
33,M,Wilshire
64,F,Central
0,,West LA
0,,Devonshire
40,M,Harbor
0,X,Newton
0,X,Wilshire
62,M,Topanga
0,,Wilshire
0,,Mission
0,,West Valley
0,,Newton
25,F,Wilshire
51,M,West LA
33,F,Pacific
28,M,Central
25,M,Pacific
0,,Wilshire
49,M,Southwest
31,F,Topanga
0,,Central
35,M,Northeast
0,,Central
29,F,Southeast
0,X,Rampart
0,X,Pacific
32,F,77th Street
22,M,Van Nuys
41,F,Pacific
39,F,Central
38,F,Central
22,F,N Hollywood
27,M,Hollywood
54,M,Pacific
0,X,Rampart
53,F,77th Street
0,M,N Hollywood
33,F,N Hollywood
74,M,Wilshire
67,M,Van Nuys
49,F,West Valley
28,M,Olympic
0,,Van Nuys
57,M,Devonshire
28,M,Wilshire
0,X,Pacific
32,M,Harbor
84,M,77th Street
34,M,Foothill
38,F,Northeast
13,F,Southeast
0,M,Foothill
20,M,Newton
28,F,77th Street
0,,Newton
35,M,Rampart
0,M,N Hollywood
38,M,West Valley
5,M,Mission
21,F,Southwest
32,M,Olympic
48,F,Newton
97,M,Central
25,F,Foothill
41,F,Wilshire
0,X,Central
33,F,77th Street
55,F,Rampart
37,M,Olympic
52,M,West LA
66,F,Rampart
48,M,N Hollywood
0,X,Pacific
22,M,Van Nuys
58,F,Southeast
0,,Pacific
21,F,Pacific
0,X,Northeast
24,F,Foothill
0,X,Devonshire
38,M,Rampart
44,F,West LA
40,M,Hollywood
19,F,Newton
25,F,West LA
40,M,Hollywood
36,F,Wilshire
53,M,Devonshire
61,M,Rampart
23,F,Central
30,M,Foothill
45,F,Van Nuys
45,M,Central
37,M,Rampart
23,F,N Hollywood
38,M,Southwest
24,M,Van Nuys
19,F,Southeast
0,,Topanga
52,M,Southwest
0,M,Wilshire
0,,77th Street
64,F,Harbor
0,,Van Nuys
26,M,Hollywood
26,M,Harbor
49,F,Southwest
55,F,Southwest
62,M,Central
21,M,Rampart
42,M,Southeast
29,M,Southeast
48,F,Northeast
25,F,Olympic
0,X,Pacific
40,F,West Valley
46,M,Devonshire
50,M,N Hollywood
29,M,77th Street
0,,Newton
27,M,Hollywood
31,M,Northeast
23,M,Foothill
28,F,Northeast
53,F,Devonshire
42,M,77th Street
21,F,77th Street
33,F,77th Street
32,F,Devonshire
36,F,Newton
43,M,Foothill
31,F,Southwest
14,M,Southeast
29,M,Foothill
27,M,West LA
0,,Mission
27,F,N Hollywood
47,M,Van Nuys
0,,Harbor
33,F,West LA
0,X,Harbor
32,F,Pacific
54,F,Hollenbeck
52,M,Olympic
94,M,Central
65,M,Southwest
0,,Foothill
0,,Southeast
77,M,West Valley
58,F,Van Nuys
0,,Harbor
25,F,Southwest
59,F,N Hollywood
29,M,Wilshire
41,F,Central
37,F,Pacific
0,,West Valley
0,M,Wilshire
40,M,Olympic
0,X,Hollywood
28,F,Topanga
49,F,Topanga
0,X,Hollywood
66,M,Southeast
64,M,Van Nuys
0,X,Southwest
32,F,Southeast
29,F,77th Street
26,F,Southeast
41,M,77th Street
0,,Central
27,M,Pacific
30,F,Central
55,M,Hollenbeck
37,M,Northeast
19,F,Southeast
0,F,Northeast
0,F,Hollywood
15,M,Topanga
0,M,Wilshire
68,M,Olympic
39,M,N Hollywood
0,X,Rampart
28,F,Southwest
26,M,Pacific
22,F,Wilshire
0,,Rampart
41,M,Pacific
21,F,Pacific
27,F,N Hollywood
53,M,Central
34,F,Foothill
24,M,Southeast
11,M,Northeast
20,F,Hollywood
16,F,West LA
31,M,West LA
22,F,N Hollywood
60,F,Mission
0,,Wilshire
12,F,Topanga
42,M,Harbor
44,F,Van Nuys
34,M,Topanga
47,F,Newton
52,M,Harbor
0,,Devonshire
26,M,Hollenbeck
35,M,West LA
80,F,Mission
19,M,Van Nuys
25,F,Hollenbeck
59,F,Hollenbeck
26,M,Southeast
91,M,Harbor
27,M,Southwest
27,M,Mission
52,M,Harbor
0,X,Pacific
50,M,Topanga
22,M,Southwest
24,F,West Valley
59,F,West Valley
29,F,Wilshire
0,X,Van Nuys
40,F,N Hollywood
52,F,Southeast
47,F,Hollywood
0,,Hollenbeck
0,X,Harbor
42,F,Hollywood
0,,Olympic
20,F,Southeast
24,F,N Hollywood
0,,Olympic
30,M,Mission
0,X,Rampart
32,M,Devonshire
61,M,Rampart
25,M,Hollywood
27,F,Wilshire
0,X,Hollywood
50,M,Topanga
27,F,N Hollywood
0,X,Hollywood
0,X,Olympic
0,,Devonshire
31,M,N Hollywood
50,F,Central
28,M,Topanga
19,F,77th Street
46,F,Rampart
0,M,N Hollywood
0,X,Hollywood
0,F,Southeast
45,M,Northeast
71,M,Northeast
26,F,Central
25,F,Harbor
23,F,Harbor
51,F,Wilshire
46,M,Hollywood
51,M,West LA
39,M,Southwest
0,,Van Nuys
40,M,Topanga
21,M,West Valley
39,M,Central
0,,Wilshire
51,M,Northeast
16,M,Southeast
0,,Van Nuys
0,M,Central
39,M,Central
66,M,West LA
26,M,Rampart
0,,Van Nuys
0,M,Central
60,F,Olympic
37,M,Southeast
73,M,Newton
30,M,Central
77,F,West LA
33,F,Southeast
60,M,Mission
67,F,West Valley
22,M,N Hollywood
11,F,Devonshire
22,M,Southeast
45,M,Pacific
68,M,Devonshire
0,M,N Hollywood
27,F,Olympic
36,F,Hollywood
46,F,West LA
26,F,West LA
30,F,Foothill
0,,Hollywood
63,F,Van Nuys
39,M,Olympic
32,M,Olympic
19,X,Rampart
46,F,Harbor
60,M,77th Street
30,M,Devonshire
32,F,77th Street
0,X,Hollywood
54,F,Wilshire
40,X,Harbor
20,F,Central
43,F,Hollenbeck
33,M,Pacific
0,M,N Hollywood
19,M,Foothill
0,,Van Nuys
57,M,77th Street
0,X,Van Nuys
33,F,Northeast
0,X,Central
0,,West LA
47,F,Hollenbeck
26,M,Pacific
38,M,Southwest
29,F,77th Street
35,M,Pacific
0,,Southeast
40,M,77th Street
30,F,Van Nuys
0,,Wilshire
35,F,West Valley
23,F,Topanga
38,M,Topanga
23,F,Van Nuys
40,M,N Hollywood
33,M,Harbor
0,,Mission
0,X,Harbor
51,M,N Hollywood
65,M,Van Nuys
0,,Pacific
0,,Newton
0,X,Devonshire
31,M,Harbor
0,X,Newton
31,M,Southeast
35,F,Olympic
0,X,Central
32,M,Harbor
55,F,Southeast
22,F,Harbor
36,F,Southwest
31,F,Wilshire
0,X,Pacific
33,F,Southwest
54,M,Central
0,,Mission
26,F,N Hollywood
0,,Hollywood
30,M,Southwest
0,,Wilshire
48,F,Olympic
35,F,77th Street
63,F,West LA
0,M,Central
27,F,Wilshire
0,,Hollenbeck
0,M,West Valley
0,X,Van Nuys
0,,Mission
71,F,Hollywood
44,F,77th Street
16,F,Newton
23,F,Hollenbeck
35,M,Pacific
0,,Harbor
42,F,Wilshire
33,F,Olympic
0,X,Hollywood
33,F,Mission
32,F,Harbor
32,M,Newton
22,F,Harbor
14,M,West LA
0,,Harbor
25,F,Hollywood
34,M,Southeast
57,F,77th Street
0,M,N Hollywood
35,F,Southeast
0,,Hollenbeck
55,F,Topanga
56,M,Van Nuys
33,F,N Hollywood
23,F,Southwest
18,F,Southeast
34,F,Southeast
29,F,Wilshire
29,M,Topanga
28,M,Devonshire
74,F,Hollywood
0,X,Rampart
48,M,Mission
48,M,Hollywood
53,M,West LA
0,X,Olympic
16,M,Foothill
37,M,Foothill
34,M,West Valley
38,M,Wilshire
53,M,77th Street
0,X,Central
57,F,77th Street
51,M,West LA
53,F,Van Nuys
43,M,Southeast
0,,Rampart
51,F,Devonshire
24,F,Foothill
54,F,Southeast
19,F,Southeast
0,M,N Hollywood
0,,Southeast
46,M,Van Nuys
35,M,Rampart
33,M,Hollenbeck
64,M,Mission
45,M,Devonshire
0,,Mission
0,,Hollenbeck
35,M,Topanga
56,M,West LA
46,M,Newton
29,M,Central
0,,Southeast
67,F,Van Nuys
44,M,Mission
39,M,Foothill
0,,Foothill
0,,Topanga
74,F,Harbor
32,M,Olympic
31,F,West Valley
16,F,Southeast
45,F,Van Nuys
11,M,N Hollywood
0,,Northeast
31,F,Mission
42,F,Southwest
23,M,Olympic
23,F,Southeast
19,F,N Hollywood
28,F,77th Street
25,M,Olympic
31,M,Central
33,F,Van Nuys
0,,Northeast
0,,Southeast
23,F,Southwest
14,F,Northeast
0,,Foothill
39,F,Pacific
31,M,Central
28,F,Pacific
36,M,Newton
58,M,Rampart
28,M,Northeast
8,F,N Hollywood
56,M,Harbor
43,F,Foothill
0,,Mission
45,F,Newton
0,,Olympic
0,,Hollywood
0,,Southeast
0,,77th Street
19,X,Southwest
38,F,Olympic
0,,West LA
44,F,Southwest
26,F,Southeast
29,F,Rampart
39,M,Van Nuys
36,F,77th Street
0,,Hollenbeck
0,,Rampart
0,X,77th Street
0,,77th Street
26,F,Central
70,F,Olympic
29,F,Northeast
0,,Rampart
33,M,Rampart
18,M,Rampart
22,F,Southeast
31,F,Harbor
0,X,Devonshire
37,M,Hollywood
63,M,West LA
0,M,West LA
23,M,Southeast
36,F,Foothill
45,M,Northeast
49,M,Wilshire
45,F,Hollenbeck
26,F,Hollywood
32,M,77th Street
0,,Southwest
17,F,Olympic
0,,Topanga
51,M,Southwest
0,,Newton
60,F,Wilshire
0,X,West LA
0,X,Pacific
28,M,West Valley
69,M,Harbor
27,F,Wilshire
54,F,Devonshire
67,F,Harbor
0,,Hollywood
39,F,Hollenbeck
21,M,Hollywood
72,M,Olympic
51,M,77th Street
0,M,Hollenbeck
26,F,Central
30,F,Central
64,F,Central
74,M,Central
0,,West Valley
0,,Van Nuys
55,F,Northeast
0,,West Valley
23,F,Mission
0,,Southwest
58,M,Wilshire
29,M,Hollywood
91,F,Topanga
0,M,West Valley
14,F,Mission
37,F,Hollywood
55,M,Northeast
0,,Hollywood
58,M,Newton
0,X,West Valley
26,M,Central
58,M,Devonshire
55,M,Topanga
36,F,Southeast
19,X,Wilshire
50,M,77th Street
0,,Wilshire
30,M,Topanga
34,M,Hollywood
11,F,Southeast
48,M,Wilshire
13,M,Topanga
0,X,Pacific
16,F,Southeast
39,M,Van Nuys
50,M,Topanga
0,,Olympic
55,F,Topanga
69,F,Central
34,M,West LA
0,,Newton
42,F,77th Street
27,F,Pacific
40,M,Mission
57,M,N Hollywood
38,F,Harbor
39,M,N Hollywood
0,M,Newton
28,F,West Valley
21,M,Van Nuys
28,F,Van Nuys
27,M,Southeast
0,X,Harbor
0,M,Pacific
16,F,Pacific
63,M,Van Nuys
25,M,77th Street
55,F,77th Street
33,F,N Hollywood
72,M,Pacific
19,X,Southwest
56,F,Foothill
30,F,Central
0,X,West LA
40,F,West LA
45,F,77th Street
0,M,N Hollywood
0,,Pacific
28,F,Wilshire
35,M,West LA
0,X,Pacific
28,F,Topanga
22,M,West Valley
50,F,Northeast
0,X,Devonshire
46,M,Southeast
0,,Hollenbeck
0,M,N Hollywood
26,M,Wilshire
0,M,West Valley
49,M,77th Street
61,M,Rampart
87,F,Van Nuys
25,M,Southwest
24,M,Rampart
23,F,Southwest
0,,N Hollywood
30,M,77th Street
43,M,Northeast
0,,Northeast
0,X,Southeast
0,M,Rampart
25,M,West LA
0,,Rampart
17,M,Wilshire
0,,Wilshire
41,M,Van Nuys
54,M,Hollywood
19,F,77th Street
0,X,West LA
0,X,Olympic
43,F,Harbor
33,F,Rampart
43,F,Devonshire
22,F,Central
29,F,Southeast
0,,Van Nuys
0,,Southeast
29,M,West LA
41,F,Southwest
44,M,West LA
0,M,Wilshire
42,M,Hollenbeck
0,,Central
42,F,Hollywood
30,F,Van Nuys
0,X,Southeast
54,M,Newton
0,X,Devonshire
0,M,Wilshire
36,M,Northeast
26,M,Newton
0,,77th Street
52,F,Northeast
30,F,Hollywood
38,M,Harbor
35,F,77th Street
56,F,Mission
0,M,N Hollywood
19,M,77th Street
88,M,Northeast
17,M,Olympic
21,F,West LA
32,M,Harbor
0,X,Harbor
58,M,Southeast
0,X,Hollenbeck
0,X,Hollenbeck
66,M,Harbor
0,M,Hollenbeck
0,X,Central
41,M,77th Street
0,X,Northeast
39,M,Van Nuys
46,M,Southeast
13,M,Mission
48,F,Rampart
35,F,Newton
0,X,Olympic
24,F,77th Street
36,M,Topanga
33,M,West Valley
0,M,Newton
0,,West LA
26,F,N Hollywood
35,M,Central
0,,Newton
45,M,Wilshire
71,M,Harbor
19,X,Rampart
0,X,Northeast
34,M,N Hollywood
0,,Newton
62,F,Foothill
59,F,Pacific
0,X,Harbor
21,F,Southeast
64,F,Southeast
33,M,Rampart
33,M,Southwest
0,M,N Hollywood
39,F,Van Nuys
48,F,Pacific
47,X,West LA
0,,77th Street
63,F,Van Nuys
22,M,Central
55,M,Central
63,M,Central
34,F,Mission
36,F,Rampart
25,F,Van Nuys
31,M,Van Nuys
0,,Pacific
0,M,Central
0,,Newton
22,F,Foothill
41,M,77th Street
61,F,Wilshire
0,X,Central
31,M,Harbor
35,M,Hollenbeck
51,F,Newton
0,,Wilshire
59,M,Pacific
0,X,Southwest
0,,West Valley
25,F,Mission
0,M,West Valley
32,F,Topanga
40,F,Pacific
52,F,Van Nuys
51,M,Pacific
38,M,Southeast
0,,Northeast
39,M,Devonshire
41,M,Southeast
0,,77th Street
60,F,Southeast
43,F,Mission
54,M,77th Street
0,X,West LA
48,F,77th Street
37,M,Northeast
41,M,Southwest
50,M,Harbor
38,F,Southwest
48,M,Van Nuys
35,M,Olympic
34,M,Olympic
36,F,Foothill
57,M,Devonshire
0,,Southwest
0,X,Northeast
44,M,Southwest
0,,Newton
48,M,Pacific
57,M,Pacific
36,F,Hollenbeck
47,F,Mission
57,M,Central
25,M,Hollywood
0,,Foothill
0,M,N Hollywood
28,F,Newton
47,M,77th Street
15,M,N Hollywood
0,,Pacific
37,M,Foothill
10,F,Southeast
0,,Southeast
41,F,West Valley
23,F,Van Nuys
37,M,Northeast
19,X,Rampart
32,M,West Valley
49,M,N Hollywood
0,,77th Street
41,M,Harbor
35,F,West Valley
41,M,Central
59,M,77th Street
29,F,Topanga
38,F,Olympic
0,,Southeast
0,M,Topanga
26,M,77th Street
37,F,Wilshire
29,M,Northeast
68,M,West Valley
39,M,Mission
20,F,Northeast
30,M,Devonshire
44,M,Southeast
0,,N Hollywood
36,M,77th Street
0,,Newton
13,F,Northeast
34,F,N Hollywood
0,,Newton
63,M,77th Street
0,M,West Valley
38,F,Southwest
35,F,77th Street
28,F,Hollenbeck
0,M,Wilshire
54,M,Olympic
0,M,Northeast
21,F,Mission
0,,Mission
33,M,Devonshire
0,,Northeast
21,F,Pacific
48,F,Van Nuys
0,M,77th Street
13,M,Van Nuys
51,M,Pacific
0,,Southeast
64,F,Van Nuys
33,F,Harbor
31,M,Topanga
66,M,Southeast
37,F,West LA
21,M,Van Nuys
43,F,Southeast
51,M,Rampart
0,,West Valley
20,F,Hollenbeck
0,,Foothill
0,M,77th Street
47,M,Wilshire
34,M,Devonshire
65,M,Hollywood
66,F,Pacific
0,,N Hollywood
32,M,Hollenbeck
23,F,Olympic
27,F,Southwest
90,M,Devonshire
0,M,West Valley
39,M,Pacific
31,F,Topanga
0,,Southeast
45,F,Rampart
44,M,Devonshire
23,F,Devonshire
43,F,Pacific
61,M,Rampart
0,X,Newton
13,F,West Valley
0,X,Hollywood
0,,Topanga
39,M,Topanga
49,M,N Hollywood
0,X,Wilshire
24,F,77th Street
17,M,N Hollywood
49,M,Newton
30,F,Northeast
43,F,Pacific
45,M,Pacific
0,,Northeast
0,F,Newton
30,M,West LA
0,X,Rampart
16,F,West LA
28,M,Van Nuys
29,M,Topanga
31,F,N Hollywood
27,M,Rampart
22,M,Northeast
34,M,Mission
35,M,Hollywood
39,F,Pacific
59,M,Hollywood
0,X,Pacific
57,F,West LA
48,M,Northeast
19,X,Southwest
52,M,77th Street
0,,Foothill
29,M,Pacific
63,M,Foothill
56,F,Newton
0,M,Wilshire
40,M,Pacific
74,M,Southwest
36,F,Wilshire
0,,Hollywood
66,F,Southwest
0,,77th Street
33,F,77th Street
0,,Mission
62,F,Rampart
53,F,Southeast
24,F,Hollywood
20,M,Rampart
57,F,Wilshire
37,F,Rampart
32,M,Harbor
41,F,Rampart
0,,Wilshire
35,F,Rampart
66,M,N Hollywood
45,F,Topanga
35,M,Van Nuys
46,F,Southeast
46,F,Northeast
45,M,West LA
24,F,Southeast
43,F,Harbor
17,F,Hollenbeck
32,M,Topanga
0,,77th Street
0,,Newton
27,F,Southwest
30,M,Southeast
33,F,Hollenbeck
0,,77th Street
0,,Olympic
31,F,Wilshire
41,M,Olympic
30,F,Devonshire
33,M,Wilshire
41,F,Foothill
15,F,West Valley
50,M,Northeast
60,F,Southwest
45,M,Southwest
44,F,Newton
21,F,Wilshire
26,F,Topanga
54,M,Pacific
0,,Mission
0,,Newton
28,F,Wilshire
43,M,Olympic
0,,77th Street
0,,Van Nuys
42,M,Mission
36,F,N Hollywood
30,F,Rampart
33,F,Hollywood
64,F,Pacific
37,M,West Valley
35,F,Southwest
0,X,Hollenbeck
34,F,Central
51,F,West LA
54,F,Topanga
36,F,N Hollywood
48,M,Olympic
