CRIMINAL_ID,INCIDENT_DATE,INCIDENT_AREA
200106048,01/30/2020 12:00:00 AM,Central
200319187,10/21/2020 12:00:00 AM,Southwest
201507517,03/12/2020 12:00:00 AM,N Hollywood
200516986,11/23/2020 12:00:00 AM,Harbor
201219415,08/27/2020 12:00:00 AM,77th Street
201214492,06/11/2020 12:00:00 AM,77th Street
201912354,07/20/2020 12:00:00 AM,Mission
201715409,11/16/2020 12:00:00 AM,Devonshire
201406068,01/30/2020 12:00:00 AM,Pacific
211015849,12/15/2021 12:00:00 AM,West Valley
201909146,04/25/2020 12:00:00 AM,Mission
200711323,07/06/2020 12:00:00 AM,Wilshire
201224782,11/19/2020 12:00:00 AM,77th Street
200612308,07/07/2020 12:00:00 AM,Hollywood
200905938,02/12/2020 12:00:00 AM,Van Nuys
200218596,12/14/2020 12:00:00 AM,Rampart
201116068,11/25/2020 12:00:00 AM,Northeast
211604052,01/03/2021 12:00:00 AM,Foothill
201114220,10/01/2020 12:00:00 AM,Northeast
200513815,09/06/2020 12:00:00 AM,Harbor
201421657,12/15/2020 12:00:00 AM,Pacific
201820916,11/21/2020 12:00:00 AM,Southeast
201112415,08/12/2020 12:00:00 AM,Northeast
200811884,07/11/2020 12:00:00 AM,West LA
201916604,11/05/2020 12:00:00 AM,Mission
200516791,11/18/2020 12:00:00 AM,Harbor
201211111,04/17/2020 12:00:00 AM,77th Street
200309156,03/28/2020 12:00:00 AM,Southwest
200806577,02/26/2020 12:00:00 AM,West LA
200122440,12/16/2020 12:00:00 AM,Central
201820228,11/08/2020 12:00:00 AM,Southeast
201009592,06/01/2020 12:00:00 AM,West Valley
201217317,07/28/2020 12:00:00 AM,77th Street
200911941,07/04/2020 12:00:00 AM,Van Nuys
201206553,02/06/2020 12:00:00 AM,77th Street
201822221,12/16/2020 12:00:00 AM,Southeast
200105130,01/16/2020 12:00:00 AM,Central
200615775,09/22/2020 12:00:00 AM,Hollywood
202015382,09/30/2020 12:00:00 AM,Olympic
200307525,02/28/2020 12:00:00 AM,Southwest
201913566,08/21/2020 12:00:00 AM,Mission
200508375,04/17/2020 12:00:00 AM,Harbor
201814608,07/27/2020 12:00:00 AM,Southeast
201113182,09/02/2020 12:00:00 AM,Northeast
201807932,03/10/2020 12:00:00 AM,Southeast
211704780,12/28/2020 12:00:00 AM,Devonshire
201708412,04/22/2020 12:00:00 AM,Devonshire
200513796,09/06/2020 12:00:00 AM,Harbor
201413321,06/25/2020 12:00:00 AM,Pacific
202006728,02/25/2020 12:00:00 AM,Olympic
201207390,02/18/2020 12:00:00 AM,77th Street
201215841,07/02/2020 12:00:00 AM,77th Street
201508658,04/13/2020 12:00:00 AM,N Hollywood
200212085,07/02/2020 12:00:00 AM,Rampart
200105309,01/19/2020 12:00:00 AM,Central
200614416,08/24/2020 12:00:00 AM,Hollywood
200508090,04/09/2020 12:00:00 AM,Harbor
201707622,03/22/2020 12:00:00 AM,Devonshire
201610519,06/29/2020 12:00:00 AM,Foothill
201800611,03/20/2020 12:00:00 AM,Southeast
201822227,12/16/2020 12:00:00 AM,Southeast
201222360,10/09/2020 12:00:00 AM,77th Street
201506632,02/21/2020 12:00:00 AM,N Hollywood
201112183,08/04/2020 12:00:00 AM,Northeast
201410465,05/05/2020 12:00:00 AM,Pacific
211805327,12/16/2020 12:00:00 AM,Southeast
200613414,08/02/2020 12:00:00 AM,Hollywood
200911499,06/24/2020 12:00:00 AM,Van Nuys
201207254,02/16/2020 12:00:00 AM,77th Street
202108557,04/21/2020 12:00:00 AM,Topanga
201106247,02/20/2020 12:00:00 AM,Northeast
201006730,03/02/2020 12:00:00 AM,West Valley
201817868,09/27/2020 12:00:00 AM,Southeast
201208671,03/07/2020 12:00:00 AM,77th Street
200918343,12/11/2020 12:00:00 AM,Van Nuys
200504687,01/16/2020 12:00:00 AM,Harbor
200321240,12/03/2020 12:00:00 AM,Southwest
200311164,05/10/2020 12:00:00 AM,Southwest
201415285,08/11/2020 12:00:00 AM,Pacific
200614611,08/28/2020 12:00:00 AM,Hollywood
201305359,01/25/2020 12:00:00 AM,Newton
200105263,01/19/2020 12:00:00 AM,Central
201513310,07/30/2020 12:00:00 AM,N Hollywood
200912031,07/06/2020 12:00:00 AM,Van Nuys
200216497,10/22/2020 12:00:00 AM,Rampart
201300816,06/29/2020 12:00:00 AM,Newton
200606047,02/12/2020 12:00:00 AM,Hollywood
201605096,01/27/2020 12:00:00 AM,Foothill
200606248,02/16/2020 12:00:00 AM,Hollywood
200809398,05/12/2020 12:00:00 AM,West LA
200709054,05/08/2020 12:00:00 AM,Wilshire
202014110,09/01/2020 12:00:00 AM,Olympic
200712643,08/11/2020 12:00:00 AM,Wilshire
200211673,06/23/2020 12:00:00 AM,Rampart
201013612,09/30/2020 12:00:00 AM,West Valley
201115211,10/29/2020 12:00:00 AM,Northeast
200207683,03/13/2020 12:00:00 AM,Rampart
211816114,08/30/2021 12:00:00 AM,Southeast
201700930,12/26/2020 12:00:00 AM,Devonshire
202109732,05/24/2020 12:00:00 AM,Topanga
200716629,12/02/2020 12:00:00 AM,Wilshire
200900595,02/21/2020 12:00:00 AM,Van Nuys
201509174,04/24/2020 12:00:00 AM,N Hollywood
201010913,07/12/2020 12:00:00 AM,West Valley
200910691,06/06/2020 12:00:00 AM,Van Nuys
201015302,11/22/2020 12:00:00 AM,West Valley
200313147,06/23/2020 12:00:00 AM,Southwest
201906331,02/17/2020 12:00:00 AM,Mission
202014690,09/15/2020 12:00:00 AM,Olympic
200904504,01/13/2020 12:00:00 AM,Van Nuys
200609750,04/28/2020 12:00:00 AM,Hollywood
201213561,05/26/2020 12:00:00 AM,77th Street
201514496,08/27/2020 12:00:00 AM,N Hollywood
200710556,06/16/2020 12:00:00 AM,Wilshire
200700708,06/01/2020 12:00:00 AM,Wilshire
201311153,05/21/2020 12:00:00 AM,Newton
201506602,02/22/2020 12:00:00 AM,N Hollywood
201421224,12/05/2020 12:00:00 AM,Pacific
200322194,12/23/2020 12:00:00 AM,Southwest
200506544,02/29/2020 12:00:00 AM,Harbor
200315961,08/18/2020 12:00:00 AM,Southwest
201421864,12/12/2020 12:00:00 AM,Pacific
202009070,04/28/2020 12:00:00 AM,Olympic
201910313,05/27/2020 12:00:00 AM,Mission
200617235,10/26/2020 12:00:00 AM,Hollywood
200309006,03/25/2020 12:00:00 AM,Southwest
201814145,07/17/2020 12:00:00 AM,Southeast
201907440,03/10/2020 12:00:00 AM,Mission
201110573,06/19/2020 12:00:00 AM,Northeast
200214762,09/07/2020 12:00:00 AM,Rampart
200108976,03/12/2020 12:00:00 AM,Central
200307391,02/26/2020 12:00:00 AM,Southwest
210918167,12/29/2021 12:00:00 AM,Van Nuys
200709935,05/31/2020 12:00:00 AM,Wilshire
201612035,08/17/2020 12:00:00 AM,Foothill
200515512,10/19/2020 12:00:00 AM,Harbor
200516975,11/22/2020 12:00:00 AM,Harbor
211712914,09/22/2021 12:00:00 AM,Devonshire
201704176,01/04/2020 12:00:00 AM,Devonshire
200709378,05/18/2020 12:00:00 AM,Wilshire
201205887,01/28/2020 12:00:00 AM,77th Street
200907704,03/22/2020 12:00:00 AM,Van Nuys
201821183,11/26/2020 12:00:00 AM,Southeast
201113249,09/04/2020 12:00:00 AM,Northeast
201413977,07/18/2020 12:00:00 AM,Pacific
211114435,10/22/2021 12:00:00 AM,Northeast
200715339,10/26/2020 12:00:00 AM,Wilshire
202014287,09/05/2020 12:00:00 AM,Olympic
201809364,04/09/2020 12:00:00 AM,Southeast
201709845,06/09/2020 12:00:00 AM,Devonshire
200610798,05/30/2020 12:00:00 AM,Hollywood
201310347,05/02/2020 12:00:00 AM,Newton
200713475,09/03/2020 12:00:00 AM,Wilshire
200219130,12/30/2020 12:00:00 AM,Rampart
201515668,09/28/2020 12:00:00 AM,N Hollywood
200605113,01/24/2020 12:00:00 AM,Hollywood
210104008,12/31/2020 12:00:00 AM,Central
200910889,06/11/2020 12:00:00 AM,Van Nuys
201513242,07/22/2020 12:00:00 AM,N Hollywood
201205672,01/25/2020 12:00:00 AM,77th Street
201406657,02/15/2020 12:00:00 AM,Pacific
201712218,08/15/2020 12:00:00 AM,Devonshire
200313372,06/28/2020 12:00:00 AM,Southwest
201416109,08/18/2020 12:00:00 AM,Pacific
201508229,03/31/2020 12:00:00 AM,N Hollywood
201014655,10/31/2020 12:00:00 AM,West Valley
201310954,05/15/2020 12:00:00 AM,Newton
201412184,06/11/2020 12:00:00 AM,Pacific
200610369,05/18/2020 12:00:00 AM,Hollywood
201905441,01/31/2020 12:00:00 AM,Mission
201513194,07/27/2020 12:00:00 AM,N Hollywood
200205183,01/25/2020 12:00:00 AM,Rampart
200912619,07/21/2020 12:00:00 AM,Van Nuys
202014456,09/10/2020 12:00:00 AM,Olympic
201307929,03/10/2020 12:00:00 AM,Newton
201819627,10/27/2020 12:00:00 AM,Southeast
201111462,07/15/2020 12:00:00 AM,Northeast
202013054,08/05/2020 12:00:00 AM,Olympic
201611605,08/02/2020 12:00:00 AM,Foothill
210112319,06/23/2021 12:00:00 AM,Central
200911183,06/17/2020 12:00:00 AM,Van Nuys
200307692,02/29/2020 12:00:00 AM,Southwest
200814379,09/22/2020 12:00:00 AM,West LA
201011889,08/10/2020 12:00:00 AM,West Valley
201504252,01/05/2020 12:00:00 AM,N Hollywood
201710838,07/07/2020 12:00:00 AM,Devonshire
202011747,07/04/2020 12:00:00 AM,Olympic
201508090,03/27/2020 12:00:00 AM,N Hollywood
200411390,08/02/2020 12:00:00 AM,Hollenbeck
200313584,07/02/2020 12:00:00 AM,Southwest
201613528,10/05/2020 12:00:00 AM,Foothill
201113780,09/19/2020 12:00:00 AM,Northeast
200618576,11/27/2020 12:00:00 AM,Hollywood
210105766,12/20/2020 12:00:00 AM,Central
201116193,11/30/2020 12:00:00 AM,Northeast
201210002,03/30/2020 12:00:00 AM,77th Street
201305147,01/20/2020 12:00:00 AM,Newton
201511864,06/27/2020 12:00:00 AM,N Hollywood
201413620,07/11/2020 12:00:00 AM,Pacific
202116508,12/01/2020 12:00:00 AM,Topanga
200815705,10/25/2020 12:00:00 AM,West LA
201914511,09/15/2020 12:00:00 AM,Mission
200406979,03/16/2020 12:00:00 AM,Hollenbeck
200121815,12/02/2020 12:00:00 AM,Central
201214208,06/06/2020 12:00:00 AM,77th Street
200116338,08/13/2020 12:00:00 AM,Central
201104667,01/16/2020 12:00:00 AM,Northeast
201312267,06/14/2020 12:00:00 AM,Newton
200604983,01/22/2020 12:00:00 AM,Hollywood
201816566,09/02/2020 12:00:00 AM,Southeast
201912530,07/26/2020 12:00:00 AM,Mission
200614326,08/21/2020 12:00:00 AM,Hollywood
202110281,06/08/2020 12:00:00 AM,Topanga
201612998,09/17/2020 12:00:00 AM,Foothill
200405283,02/01/2020 12:00:00 AM,Hollenbeck
200416106,12/19/2020 12:00:00 AM,Hollenbeck
201515959,10/05/2020 12:00:00 AM,N Hollywood
210605291,01/04/2021 12:00:00 AM,Hollywood
201715826,11/24/2020 12:00:00 AM,Devonshire
201906691,02/24/2020 12:00:00 AM,Mission
201212085,05/04/2020 12:00:00 AM,77th Street
200717024,12/13/2020 12:00:00 AM,Wilshire
200408908,05/16/2020 12:00:00 AM,Hollenbeck
200716934,12/10/2020 12:00:00 AM,Wilshire
201315074,08/06/2020 12:00:00 AM,Newton
200904620,01/15/2020 12:00:00 AM,Van Nuys
200216816,10/28/2020 12:00:00 AM,Rampart
201817650,09/22/2020 12:00:00 AM,Southeast
200616195,09/30/2020 12:00:00 AM,Hollywood
200614791,09/01/2020 12:00:00 AM,Hollywood
200111737,05/15/2020 12:00:00 AM,Central
200809707,05/21/2020 12:00:00 AM,West LA
200200561,02/02/2020 12:00:00 AM,Rampart
200506127,02/19/2020 12:00:00 AM,Harbor
200413380,09/30/2020 12:00:00 AM,Hollenbeck
200208029,03/21/2020 12:00:00 AM,Rampart
202012254,07/18/2020 12:00:00 AM,Olympic
201711028,07/12/2020 12:00:00 AM,Devonshire
200210925,06/03/2020 12:00:00 AM,Rampart
211004319,01/06/2021 12:00:00 AM,West Valley
200404407,01/11/2020 12:00:00 AM,Hollenbeck
201614792,11/16/2020 12:00:00 AM,Foothill
200411176,07/26/2020 12:00:00 AM,Hollenbeck
200317779,09/23/2020 12:00:00 AM,Southwest
202113999,09/21/2020 12:00:00 AM,Topanga
201108254,04/13/2020 12:00:00 AM,Northeast
201107807,03/28/2020 12:00:00 AM,Northeast
201508238,04/01/2020 12:00:00 AM,N Hollywood
200709820,05/31/2020 12:00:00 AM,Wilshire
191501505,01/01/2020 12:00:00 AM,N Hollywood
201610410,06/25/2020 12:00:00 AM,Foothill
202006890,03/01/2020 12:00:00 AM,Olympic
200404404,01/11/2020 12:00:00 AM,Hollenbeck
200310237,04/21/2020 12:00:00 AM,Southwest
200117619,09/08/2020 12:00:00 AM,Central
200917209,11/13/2020 12:00:00 AM,Van Nuys
200118390,09/22/2020 12:00:00 AM,Central
200611521,06/18/2020 12:00:00 AM,Hollywood
201015665,12/02/2020 12:00:00 AM,West Valley
200904528,01/13/2020 12:00:00 AM,Van Nuys
200713418,09/02/2020 12:00:00 AM,Wilshire
201511512,06/19/2020 12:00:00 AM,N Hollywood
201817741,09/24/2020 12:00:00 AM,Southeast
201511520,06/19/2020 12:00:00 AM,N Hollywood
201512788,07/19/2020 12:00:00 AM,N Hollywood
200314427,07/20/2020 12:00:00 AM,Southwest
202105484,02/02/2020 12:00:00 AM,Topanga
201910770,06/10/2020 12:00:00 AM,Mission
200619328,12/16/2020 12:00:00 AM,Hollywood
201222438,10/08/2020 12:00:00 AM,77th Street
200513248,08/22/2020 12:00:00 AM,Harbor
200112291,05/28/2020 12:00:00 AM,Central
201806361,02/05/2020 12:00:00 AM,Southeast
200615959,09/27/2020 12:00:00 AM,Hollywood
200713485,09/03/2020 12:00:00 AM,Wilshire
200608530,03/30/2020 12:00:00 AM,Hollywood
201915324,10/06/2020 12:00:00 AM,Mission
201804557,01/11/2020 12:00:00 AM,Southeast
201104900,01/22/2020 12:00:00 AM,Northeast
200700647,04/03/2020 12:00:00 AM,Wilshire
201613837,10/14/2020 12:00:00 AM,Foothill
200708801,05/01/2020 12:00:00 AM,Wilshire
201512198,07/03/2020 12:00:00 AM,N Hollywood
200307843,03/03/2020 12:00:00 AM,Southwest
200708619,04/26/2020 12:00:00 AM,Wilshire
201419935,11/08/2020 12:00:00 AM,Pacific
201006972,03/07/2020 12:00:00 AM,West Valley
200513679,09/02/2020 12:00:00 AM,Harbor
201008234,04/20/2020 12:00:00 AM,West Valley
201306160,02/07/2020 12:00:00 AM,Newton
201420639,11/20/2020 12:00:00 AM,Pacific
200912668,07/23/2020 12:00:00 AM,Van Nuys
201915436,10/09/2020 12:00:00 AM,Mission
200913257,08/08/2020 12:00:00 AM,Van Nuys
200609987,05/08/2020 12:00:00 AM,Hollywood
201713026,09/09/2020 12:00:00 AM,Devonshire
201410781,05/12/2020 12:00:00 AM,Pacific
201509394,05/01/2020 12:00:00 AM,N Hollywood
201813800,07/10/2020 12:00:00 AM,Southeast
201806904,02/20/2020 12:00:00 AM,Southeast
200906670,02/27/2020 12:00:00 AM,Van Nuys
201408539,03/19/2020 12:00:00 AM,Pacific
200112268,05/28/2020 12:00:00 AM,Central
210906693,03/08/2021 12:00:00 AM,Van Nuys
200415968,12/15/2020 12:00:00 AM,Hollenbeck
201819922,10/25/2020 12:00:00 AM,Southeast
201413148,07/02/2020 12:00:00 AM,Pacific
201910092,05/22/2020 12:00:00 AM,Mission
200110079,04/03/2020 12:00:00 AM,Central
200813750,09/05/2020 12:00:00 AM,West LA
202012257,07/17/2020 12:00:00 AM,Olympic
200510564,06/13/2020 12:00:00 AM,Harbor
201418030,09/30/2020 12:00:00 AM,Pacific
202010312,05/29/2020 12:00:00 AM,Olympic
200910981,06/13/2020 12:00:00 AM,Van Nuys
200809658,05/19/2020 12:00:00 AM,West LA
201314949,08/03/2020 12:00:00 AM,Newton
201908191,03/27/2020 12:00:00 AM,Mission
202008195,04/01/2020 12:00:00 AM,Olympic
201106031,02/06/2020 12:00:00 AM,Northeast
202017496,11/22/2020 12:00:00 AM,Olympic
201918327,01/08/2021 12:00:00 AM,Mission
201320985,12/08/2020 12:00:00 AM,Newton
200415603,12/05/2020 12:00:00 AM,Hollenbeck
200912139,07/09/2020 12:00:00 AM,Van Nuys
201218137,08/09/2020 12:00:00 AM,77th Street
201707962,04/05/2020 12:00:00 AM,Devonshire
202105010,01/22/2020 12:00:00 AM,Topanga
202106340,02/21/2020 12:00:00 AM,Topanga
200311586,05/19/2020 12:00:00 AM,Southwest
201615163,11/28/2020 12:00:00 AM,Foothill
200506739,03/04/2020 12:00:00 AM,Harbor
201915685,10/14/2020 12:00:00 AM,Mission
201711117,07/15/2020 12:00:00 AM,Devonshire
202104842,01/19/2020 12:00:00 AM,Topanga
202017299,11/18/2020 12:00:00 AM,Olympic
200809099,05/05/2020 12:00:00 AM,West LA
200411829,08/15/2020 12:00:00 AM,Hollenbeck
201223047,10/21/2020 12:00:00 AM,77th Street
200814356,09/14/2020 12:00:00 AM,West LA
201517443,11/11/2020 12:00:00 AM,N Hollywood
201114132,09/30/2020 12:00:00 AM,Northeast
202012734,07/29/2020 12:00:00 AM,Olympic
200309703,04/10/2020 12:00:00 AM,Southwest
201712694,08/28/2020 12:00:00 AM,Devonshire
201312512,06/16/2020 12:00:00 AM,Newton
201917656,12/03/2020 12:00:00 AM,Mission
201711629,07/28/2020 12:00:00 AM,Devonshire
201004857,01/20/2020 12:00:00 AM,West Valley
201109127,05/07/2020 12:00:00 AM,Northeast
200708735,04/29/2020 12:00:00 AM,Wilshire
200706308,02/18/2020 12:00:00 AM,Wilshire
202109604,05/20/2020 12:00:00 AM,Topanga
201008504,04/20/2021 12:00:00 AM,West Valley
201905279,01/29/2020 12:00:00 AM,Mission
202009077,04/28/2020 12:00:00 AM,Olympic
201108244,04/12/2020 12:00:00 AM,Northeast
201707756,03/28/2020 12:00:00 AM,Devonshire
201317258,09/19/2020 12:00:00 AM,Newton
200813542,08/24/2020 12:00:00 AM,West LA
200815227,10/14/2020 12:00:00 AM,West LA
200509052,05/05/2020 12:00:00 AM,Harbor
200409091,05/21/2020 12:00:00 AM,Hollenbeck
200115618,07/30/2020 12:00:00 AM,Central
202115429,10/29/2020 12:00:00 AM,Topanga
200219154,12/30/2020 12:00:00 AM,Rampart
200309700,04/10/2020 12:00:00 AM,Southwest
201219831,09/02/2020 12:00:00 AM,77th Street
201812486,06/12/2020 12:00:00 AM,Southeast
200611475,06/16/2020 12:00:00 AM,Hollywood
200712509,08/07/2020 12:00:00 AM,Wilshire
201227207,12/27/2020 12:00:00 AM,77th Street
200709115,05/10/2020 12:00:00 AM,Wilshire
200207602,03/11/2020 12:00:00 AM,Rampart
200215048,09/15/2020 12:00:00 AM,Rampart
202005974,02/10/2020 12:00:00 AM,Olympic
200608899,04/08/2020 12:00:00 AM,Hollywood
201209634,03/23/2020 12:00:00 AM,77th Street
200506845,03/02/2020 12:00:00 AM,Harbor
201304044,01/01/2020 12:00:00 AM,Newton
201225811,12/06/2020 12:00:00 AM,77th Street
200810528,06/12/2020 12:00:00 AM,West LA
202108659,04/25/2020 12:00:00 AM,Topanga
200305944,02/02/2020 12:00:00 AM,Southwest
201914778,09/21/2020 12:00:00 AM,Mission
200116205,08/11/2020 12:00:00 AM,Central
201223219,10/24/2020 12:00:00 AM,77th Street
201420593,11/20/2020 12:00:00 AM,Pacific
201821289,11/28/2020 12:00:00 AM,Southeast
200711662,07/14/2020 12:00:00 AM,Wilshire
201412142,06/10/2020 12:00:00 AM,Pacific
201224443,11/13/2020 12:00:00 AM,77th Street
201915273,10/05/2020 12:00:00 AM,Mission
200811815,03/15/2020 12:00:00 AM,West LA
200517303,11/15/2020 12:00:00 AM,Harbor
201608413,04/24/2020 12:00:00 AM,Foothill
202110361,06/11/2020 12:00:00 AM,Topanga
201817824,09/27/2020 12:00:00 AM,Southeast
200811189,06/13/2020 12:00:00 AM,West LA
200711337,07/07/2020 12:00:00 AM,Wilshire
202014385,09/08/2020 12:00:00 AM,Olympic
201815826,08/19/2020 12:00:00 AM,Southeast
201317378,09/22/2020 12:00:00 AM,Newton
200206565,02/20/2020 12:00:00 AM,Rampart
201112726,08/22/2020 12:00:00 AM,Northeast
200804463,01/11/2020 12:00:00 AM,West LA
201221897,10/02/2020 12:00:00 AM,77th Street
211404021,01/01/2021 12:00:00 AM,Pacific
200409153,05/22/2020 12:00:00 AM,Hollenbeck
201014651,11/02/2020 12:00:00 AM,West Valley
200313315,06/26/2020 12:00:00 AM,Southwest
211805436,01/29/2021 12:00:00 AM,Southeast
201605710,02/10/2020 12:00:00 AM,Foothill
202004466,01/10/2020 12:00:00 AM,Olympic
200610140,05/12/2020 12:00:00 AM,Hollywood
200216248,10/16/2020 12:00:00 AM,Rampart
202109908,05/28/2020 12:00:00 AM,Topanga
200611469,06/16/2020 12:00:00 AM,Hollywood
200706871,03/01/2020 12:00:00 AM,Wilshire
200108240,03/01/2020 12:00:00 AM,Central
201226941,12/22/2020 12:00:00 AM,77th Street
200515171,10/13/2020 12:00:00 AM,Harbor
201315086,08/06/2020 12:00:00 AM,Newton
201517082,11/01/2020 12:00:00 AM,N Hollywood
201014920,11/10/2020 12:00:00 AM,West Valley
201817692,09/23/2020 12:00:00 AM,Southeast
201810567,05/04/2020 12:00:00 AM,Southeast
201318714,10/19/2020 12:00:00 AM,Newton
201806233,02/08/2020 12:00:00 AM,Southeast
200600779,07/30/2020 12:00:00 AM,Hollywood
211504803,01/21/2021 12:00:00 AM,N Hollywood
200119334,07/25/2020 12:00:00 AM,Central
200911034,06/14/2020 12:00:00 AM,Van Nuys
200120912,11/12/2020 12:00:00 AM,Central
200108494,02/23/2020 12:00:00 AM,Central
201713311,08/17/2020 12:00:00 AM,Devonshire
201312871,06/25/2020 12:00:00 AM,Newton
200704216,01/06/2020 12:00:00 AM,Wilshire
200408889,05/15/2020 12:00:00 AM,Hollenbeck
201216520,07/14/2020 12:00:00 AM,77th Street
200205937,02/08/2020 12:00:00 AM,Rampart
200319232,10/21/2020 12:00:00 AM,Southwest
201606854,03/06/2020 12:00:00 AM,Foothill
201514406,08/26/2020 12:00:00 AM,N Hollywood
200308847,03/20/2020 12:00:00 AM,Southwest
201807500,03/01/2020 12:00:00 AM,Southeast
201106992,03/07/2020 12:00:00 AM,Northeast
202115583,11/02/2020 12:00:00 AM,Topanga
200816976,11/29/2020 12:00:00 AM,West LA
201207796,02/24/2020 12:00:00 AM,77th Street
201105314,01/31/2020 12:00:00 AM,Northeast
201414789,08/01/2020 12:00:00 AM,Pacific
201818853,10/14/2020 12:00:00 AM,Southeast
200510771,06/18/2020 12:00:00 AM,Harbor
200609583,04/27/2020 12:00:00 AM,Hollywood
200306650,02/13/2020 12:00:00 AM,Southwest
200912638,07/22/2020 12:00:00 AM,Van Nuys
200915799,10/11/2020 12:00:00 AM,Van Nuys
201106291,02/20/2020 12:00:00 AM,Northeast
200514621,09/28/2020 12:00:00 AM,Harbor
202018929,12/29/2020 12:00:00 AM,Olympic
200515317,10/13/2020 12:00:00 AM,Harbor
200907166,03/09/2020 12:00:00 AM,Van Nuys
200713461,09/04/2020 12:00:00 AM,Wilshire
201816043,08/23/2020 12:00:00 AM,Southeast
202117544,12/29/2020 12:00:00 AM,Topanga
200809187,05/07/2020 12:00:00 AM,West LA
200410056,06/22/2020 12:00:00 AM,Hollenbeck
200404516,01/14/2020 12:00:00 AM,Hollenbeck
200214746,09/07/2020 12:00:00 AM,Rampart
201210781,04/12/2020 12:00:00 AM,77th Street
201411223,05/21/2020 12:00:00 AM,Pacific
200107009,02/12/2020 12:00:00 AM,Central
211704429,12/30/2020 12:00:00 AM,Devonshire
210105125,01/27/2021 12:00:00 AM,Central
201311426,05/26/2020 12:00:00 AM,Newton
202116334,11/26/2020 12:00:00 AM,Topanga
201706793,02/28/2020 12:00:00 AM,Devonshire
201510423,05/23/2020 12:00:00 AM,N Hollywood
201910614,06/06/2020 12:00:00 AM,Mission
200807878,03/31/2020 12:00:00 AM,West LA
200605540,02/02/2020 12:00:00 AM,Hollywood
201216762,07/19/2020 12:00:00 AM,77th Street
201422251,12/22/2020 12:00:00 AM,Pacific
200207471,03/08/2020 12:00:00 AM,Rampart
200506805,03/05/2020 12:00:00 AM,Harbor
212004004,12/31/2020 12:00:00 AM,Olympic
202107471,03/16/2020 12:00:00 AM,Topanga
200615377,09/14/2020 12:00:00 AM,Hollywood
201015007,11/13/2020 12:00:00 AM,West Valley
200710399,06/13/2020 12:00:00 AM,Wilshire
201917870,12/09/2020 12:00:00 AM,Mission
200120700,11/06/2020 12:00:00 AM,Central
200308605,03/16/2020 12:00:00 AM,Southwest
200409870,06/17/2020 12:00:00 AM,Hollenbeck
200806779,03/01/2020 12:00:00 AM,West LA
200507602,03/24/2020 12:00:00 AM,Harbor
201317972,10/05/2020 12:00:00 AM,Newton
201716292,12/16/2020 12:00:00 AM,Devonshire
201412843,06/25/2020 12:00:00 AM,Pacific
201509286,04/28/2020 12:00:00 AM,N Hollywood
201810111,04/25/2020 12:00:00 AM,Southeast
201916767,11/10/2020 12:00:00 AM,Mission
202012004,07/11/2020 12:00:00 AM,Olympic
200517148,11/27/2020 12:00:00 AM,Harbor
200709532,05/23/2020 12:00:00 AM,Wilshire
202116232,11/22/2020 12:00:00 AM,Topanga
200805221,01/27/2020 12:00:00 AM,West LA
201506518,02/19/2020 12:00:00 AM,N Hollywood
200612778,07/19/2020 12:00:00 AM,Hollywood
200515990,10/30/2020 12:00:00 AM,Harbor
201310912,05/16/2020 12:00:00 AM,Newton
200400559,01/23/2020 12:00:00 AM,Hollenbeck
200812675,08/05/2020 12:00:00 AM,West LA
200912574,07/20/2020 12:00:00 AM,Van Nuys
201110279,06/10/2020 12:00:00 AM,Northeast
201215217,06/23/2020 12:00:00 AM,77th Street
200119952,10/24/2020 12:00:00 AM,Central
200813184,08/21/2020 12:00:00 AM,West LA
201321089,12/11/2020 12:00:00 AM,Newton
201207451,02/19/2020 12:00:00 AM,77th Street
200712453,07/30/2020 12:00:00 AM,Wilshire
200120130,10/28/2020 12:00:00 AM,Central
201007544,03/26/2020 12:00:00 AM,West Valley
200715261,10/24/2020 12:00:00 AM,Wilshire
201011010,07/15/2020 12:00:00 AM,West Valley
202010834,06/12/2020 12:00:00 AM,Olympic
201208641,03/01/2020 12:00:00 AM,77th Street
201808402,03/18/2020 12:00:00 AM,Southeast
201710614,06/22/2020 12:00:00 AM,Devonshire
201610352,06/18/2020 12:00:00 AM,Foothill
201207046,02/13/2020 12:00:00 AM,77th Street
202014482,09/10/2020 12:00:00 AM,Olympic
200810352,06/07/2020 12:00:00 AM,West LA
201905028,01/24/2020 12:00:00 AM,Mission
200110731,04/20/2020 12:00:00 AM,Central
201712993,09/07/2020 12:00:00 AM,Devonshire
200808088,04/07/2020 12:00:00 AM,West LA
201815369,08/11/2020 12:00:00 AM,Southeast
200210043,05/11/2020 12:00:00 AM,Rampart
200617982,11/13/2020 12:00:00 AM,Hollywood
200918714,12/21/2020 12:00:00 AM,Van Nuys
201409552,04/13/2020 12:00:00 AM,Pacific
200114829,07/08/2020 12:00:00 AM,Central
200413717,10/12/2020 12:00:00 AM,Hollenbeck
201305265,01/23/2020 12:00:00 AM,Newton
202005519,02/02/2020 12:00:00 AM,Olympic
201507755,03/18/2020 12:00:00 AM,N Hollywood
200905362,02/01/2020 12:00:00 AM,Van Nuys
202117303,12/22/2020 12:00:00 AM,Topanga
200811263,06/28/2020 12:00:00 AM,West LA
200505085,01/26/2020 12:00:00 AM,Harbor
200908258,04/08/2020 12:00:00 AM,Van Nuys
